2022-12-17 13:56:42,683 INFO    StreamThr :5592 [internal.py:wandb_internal():87] W&B internal server running at pid: 5592, started at: 2022-12-17 13:56:42.683055
2022-12-17 13:56:42,684 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: status
2022-12-17 13:56:42,685 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: status
2022-12-17 13:56:42,691 INFO    WriterThread:5592 [datastore.py:open_for_write():75] open: /media/jonathan/62E2EFF0E2EFC67F/Users/joeda/PycharmProjects/IA-MED_IMG/CheXpert2/training/wandb/offline-run-20221217_135642-3oy772ib/run-3oy772ib.wandb
2022-12-17 13:56:42,702 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: run_start
2022-12-17 13:56:42,707 DEBUG   HandlerThread:5592 [system_info.py:__init__():31] System info init
2022-12-17 13:56:42,707 DEBUG   HandlerThread:5592 [system_info.py:__init__():46] System info init done
2022-12-17 13:56:42,707 INFO    HandlerThread:5592 [system_monitor.py:start():150] Starting system monitor
2022-12-17 13:56:42,707 INFO    SystemMonitor:5592 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-17 13:56:42,707 INFO    HandlerThread:5592 [system_monitor.py:probe():171] Collecting system info
2022-12-17 13:56:42,707 INFO    SystemMonitor:5592 [interfaces.py:start():168] Started cpu
2022-12-17 13:56:42,708 INFO    SystemMonitor:5592 [interfaces.py:start():168] Started disk
2022-12-17 13:56:42,708 INFO    SystemMonitor:5592 [interfaces.py:start():168] Started gpu
2022-12-17 13:56:42,708 INFO    SystemMonitor:5592 [interfaces.py:start():168] Started memory
2022-12-17 13:56:42,709 INFO    SystemMonitor:5592 [interfaces.py:start():168] Started network
2022-12-17 13:56:42,718 DEBUG   HandlerThread:5592 [system_info.py:probe():195] Probing system
2022-12-17 13:56:42,720 DEBUG   HandlerThread:5592 [system_info.py:_probe_git():180] Probing git
2022-12-17 13:56:42,726 DEBUG   HandlerThread:5592 [system_info.py:_probe_git():188] Probing git done
2022-12-17 13:56:42,726 DEBUG   HandlerThread:5592 [system_info.py:probe():241] Probing system done
2022-12-17 13:56:42,726 DEBUG   HandlerThread:5592 [system_monitor.py:probe():180] {'os': 'Linux-5.19.0-26-generic-x86_64-with-glibc2.36', 'python': '3.10.7', 'heartbeatAt': '2022-12-17T18:56:42.718369', 'startedAt': '2022-12-17T18:56:42.661362', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '/media/jonathan/62E2EFF0E2EFC67F/Users/joeda/PycharmProjects/IA-MED_IMG/CheXpert2/training/train.py', 'codePath': 'CheXpert2/training/train.py', 'git': {'remote': 'http://r06.azdevops.mtl.rtss.qc.ca:8080/DefaultCollection/IA-MED_IMG/_git/IA-MED_IMG', 'commit': 'f16ed961024bf207c8344272b5a2863bf6cb9a8d'}, 'email': 'joe199827@gmail.com', 'root': '/media/jonathan/62E2EFF0E2EFC67F/Users/joeda/PycharmProjects/IA-MED_IMG', 'host': 'jonathan-MS-7D54', 'username': 'jonathan', 'executable': '/home/jonathan/RSNA_kaggle_2022/venv/bin/python', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3462.3412083333333, 'min': 2200.0, 'max': 3700.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3878.82, 'min': 2200.0, 'max': 3700.0}, {'current': 3918.664, 'min': 2200.0, 'max': 3700.0}, {'current': 3959.507, 'min': 2200.0, 'max': 3700.0}, {'current': 3959.383, 'min': 2200.0, 'max': 3700.0}, {'current': 3947.9, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3749.141, 'min': 2200.0, 'max': 3700.0}, {'current': 3591.22, 'min': 2200.0, 'max': 3700.0}, {'current': 4335.664, 'min': 2200.0, 'max': 3700.0}, {'current': 4610.42, 'min': 2200.0, 'max': 3700.0}, {'current': 3860.874, 'min': 2200.0, 'max': 3700.0}, {'current': 4919.855, 'min': 2200.0, 'max': 3700.0}, {'current': 3921.836, 'min': 2200.0, 'max': 3700.0}, {'current': 3700.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3700.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3928.209, 'min': 2200.0, 'max': 3700.0}, {'current': 3590.746, 'min': 2200.0, 'max': 3700.0}, {'current': 3056.836, 'min': 2200.0, 'max': 3700.0}, {'current': 3700.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}], 'disk': {'total': 118.25825881958008, 'used': 43.18000793457031}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 31.27265167236328}}
2022-12-17 13:56:42,726 INFO    HandlerThread:5592 [system_monitor.py:probe():181] Finished collecting system info
2022-12-17 13:56:42,727 INFO    HandlerThread:5592 [system_monitor.py:probe():184] Publishing system info
2022-12-17 13:56:42,727 DEBUG   HandlerThread:5592 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-17 13:56:42,727 DEBUG   HandlerThread:5592 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-17 13:56:42,727 INFO    HandlerThread:5592 [system_monitor.py:probe():186] Finished publishing system info
2022-12-17 13:56:43,471 DEBUG   SenderThread:5592 [sender.py:send():303] send: exit
2022-12-17 13:56:43,471 INFO    SenderThread:5592 [sender.py:send_exit():442] handling exit code: 0
2022-12-17 13:56:43,471 INFO    SenderThread:5592 [sender.py:send_exit():444] handling runtime: 0
2022-12-17 13:56:43,471 INFO    SenderThread:5592 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-17 13:56:43,471 INFO    SenderThread:5592 [sender.py:send_exit():450] send defer
2022-12-17 13:56:43,471 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,471 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 0
2022-12-17 13:56:43,472 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,472 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 0
2022-12-17 13:56:43,472 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 1
2022-12-17 13:56:43,472 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,472 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 1
2022-12-17 13:56:43,472 INFO    HandlerThread:5592 [system_monitor.py:finish():160] Stopping system monitor
2022-12-17 13:56:43,472 INFO    HandlerThread:5592 [interfaces.py:finish():175] Joined cpu
2022-12-17 13:56:43,472 DEBUG   SystemMonitor:5592 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-12-17 13:56:43,472 INFO    HandlerThread:5592 [interfaces.py:finish():175] Joined disk
2022-12-17 13:56:43,472 DEBUG   SystemMonitor:5592 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2022-12-17 13:56:43,472 DEBUG   SystemMonitor:5592 [system_monitor.py:_start():141] Publishing last batch of metrics
2022-12-17 13:56:43,503 INFO    HandlerThread:5592 [interfaces.py:finish():175] Joined gpu
2022-12-17 13:56:43,503 INFO    HandlerThread:5592 [interfaces.py:finish():175] Joined memory
2022-12-17 13:56:43,503 INFO    HandlerThread:5592 [interfaces.py:finish():175] Joined network
2022-12-17 13:56:43,503 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,503 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 1
2022-12-17 13:56:43,503 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 2
2022-12-17 13:56:43,503 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,504 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 2
2022-12-17 13:56:43,504 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,504 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 2
2022-12-17 13:56:43,504 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 3
2022-12-17 13:56:43,504 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,504 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 3
2022-12-17 13:56:43,504 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,504 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 3
2022-12-17 13:56:43,504 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 4
2022-12-17 13:56:43,504 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,504 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 4
2022-12-17 13:56:43,504 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,505 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 4
2022-12-17 13:56:43,505 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 5
2022-12-17 13:56:43,505 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,505 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 5
2022-12-17 13:56:43,505 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,505 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 5
2022-12-17 13:56:43,505 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 6
2022-12-17 13:56:43,505 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,505 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 6
2022-12-17 13:56:43,505 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,505 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 6
2022-12-17 13:56:43,505 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 7
2022-12-17 13:56:43,505 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,505 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 7
2022-12-17 13:56:43,506 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,506 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 7
2022-12-17 13:56:43,506 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 8
2022-12-17 13:56:43,506 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,506 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 8
2022-12-17 13:56:43,506 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,506 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 8
2022-12-17 13:56:43,506 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 9
2022-12-17 13:56:43,506 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,506 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 9
2022-12-17 13:56:43,506 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,506 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 9
2022-12-17 13:56:43,506 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 10
2022-12-17 13:56:43,507 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,507 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 10
2022-12-17 13:56:43,507 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,507 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 10
2022-12-17 13:56:43,507 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 11
2022-12-17 13:56:43,507 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,507 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 11
2022-12-17 13:56:43,507 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,507 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 11
2022-12-17 13:56:43,507 INFO    SenderThread:5592 [sender.py:transition_state():463] send defer: 12
2022-12-17 13:56:43,507 DEBUG   SenderThread:5592 [sender.py:send():303] send: final
2022-12-17 13:56:43,507 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: defer
2022-12-17 13:56:43,508 INFO    HandlerThread:5592 [handler.py:handle_request_defer():162] handle defer: 12
2022-12-17 13:56:43,508 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: defer
2022-12-17 13:56:43,508 INFO    SenderThread:5592 [sender.py:send_request_defer():459] handle sender defer: 12
2022-12-17 13:56:43,509 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: poll_exit
2022-12-17 13:56:43,509 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: server_info
2022-12-17 13:56:43,509 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: poll_exit
2022-12-17 13:56:43,509 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: get_summary
2022-12-17 13:56:43,509 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: server_info
2022-12-17 13:56:43,509 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: sampled_history
2022-12-17 13:56:43,551 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: shutdown
2022-12-17 13:56:43,551 INFO    HandlerThread:5592 [handler.py:finish():814] shutting down handler
2022-12-17 13:56:44,508 INFO    WriterThread:5592 [datastore.py:close():279] close: /media/jonathan/62E2EFF0E2EFC67F/Users/joeda/PycharmProjects/IA-MED_IMG/CheXpert2/training/wandb/offline-run-20221217_135642-3oy772ib/run-3oy772ib.wandb
2022-12-17 13:56:44,510 INFO    SenderThread:5592 [sender.py:finish():1331] shutting down sender
2022-12-17 13:56:45,556 INFO    StreamThr :5592 [internal.py:wandb_internal():87] W&B internal server running at pid: 5592, started at: 2022-12-17 13:56:45.555685
2022-12-17 13:56:45,557 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: status
2022-12-17 13:56:45,557 DEBUG   SenderThread:5592 [sender.py:send_request():317] send_request: status
2022-12-17 13:56:45,558 DEBUG   HandlerThread:5592 [handler.py:handle_request():139] handle_request: run_start
