2022-12-15 21:40:48,058 INFO    StreamThr :91970 [internal.py:wandb_internal():87] W&B internal server running at pid: 91970, started at: 2022-12-15 21:40:48.058271
2022-12-15 21:40:48,059 DEBUG   HandlerThread:91970 [handler.py:handle_request():139] handle_request: status
2022-12-15 21:40:48,060 DEBUG   SenderThread:91970 [sender.py:send_request():317] send_request: status
2022-12-15 21:40:48,061 INFO    WriterThread:91970 [datastore.py:open_for_write():75] open: /media/jonathan/62E2EFF0E2EFC67F/Users/joeda/PycharmProjects/IA-MED_IMG/CheXpert2/training/wandb/offline-run-20221215_214048-2o5rvga0/run-2o5rvga0.wandb
2022-12-15 21:40:48,071 DEBUG   HandlerThread:91970 [handler.py:handle_request():139] handle_request: run_start
2022-12-15 21:40:48,076 DEBUG   HandlerThread:91970 [system_info.py:__init__():31] System info init
2022-12-15 21:40:48,076 DEBUG   HandlerThread:91970 [system_info.py:__init__():46] System info init done
2022-12-15 21:40:48,076 INFO    HandlerThread:91970 [system_monitor.py:start():150] Starting system monitor
2022-12-15 21:40:48,076 INFO    SystemMonitor:91970 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-15 21:40:48,076 INFO    HandlerThread:91970 [system_monitor.py:probe():171] Collecting system info
2022-12-15 21:40:48,076 INFO    SystemMonitor:91970 [interfaces.py:start():168] Started cpu
2022-12-15 21:40:48,076 INFO    SystemMonitor:91970 [interfaces.py:start():168] Started disk
2022-12-15 21:40:48,077 INFO    SystemMonitor:91970 [interfaces.py:start():168] Started gpu
2022-12-15 21:40:48,077 INFO    SystemMonitor:91970 [interfaces.py:start():168] Started memory
2022-12-15 21:40:48,078 INFO    SystemMonitor:91970 [interfaces.py:start():168] Started network
2022-12-15 21:40:48,084 DEBUG   HandlerThread:91970 [system_info.py:probe():195] Probing system
2022-12-15 21:40:48,086 DEBUG   HandlerThread:91970 [system_info.py:_probe_git():180] Probing git
2022-12-15 21:40:48,091 DEBUG   HandlerThread:91970 [system_info.py:_probe_git():188] Probing git done
2022-12-15 21:40:48,091 DEBUG   HandlerThread:91970 [system_info.py:probe():241] Probing system done
2022-12-15 21:40:48,091 DEBUG   HandlerThread:91970 [system_monitor.py:probe():180] {'os': 'Linux-5.19.0-26-generic-x86_64-with-glibc2.36', 'python': '3.10.7', 'heartbeatAt': '2022-12-16T02:40:48.084149', 'startedAt': '2022-12-16T02:40:48.039351', 'docker': None, 'cuda': None, 'args': ('--model', 'convnext_small_384_in22ft1k', '--batch_size', '64', '--img_size', '224', '--num_worker', '12', '--augment_prob', '1', '1', '0.5', '0.5', '0.5', '--clip_norm', '1', '--lr', '0.0001', '--device', '0', '--label_smoothing', '0', '--epoch', '200', '--drop_rate', '0.2', '--pretraining', '0', '--channel', '1', '--tag', 'val_ciusss_chexpert_padchest__chexnet_pos_weight', '--debug', '--weight_decay', '0'), 'state': 'running', 'program': '/media/jonathan/62E2EFF0E2EFC67F/Users/joeda/PycharmProjects/IA-MED_IMG/CheXpert2/training/train.py', 'codePath': 'CheXpert2/training/train.py', 'git': {'remote': 'http://r06.azdevops.mtl.rtss.qc.ca:8080/DefaultCollection/IA-MED_IMG/_git/IA-MED_IMG', 'commit': '935b706084391a2264017eee4c578d9d9b7b6267'}, 'email': 'joe199827@gmail.com', 'root': '/media/jonathan/62E2EFF0E2EFC67F/Users/joeda/PycharmProjects/IA-MED_IMG', 'host': 'jonathan-MS-7D54', 'username': 'jonathan', 'executable': '/home/jonathan/RSNA_kaggle_2022/venv/bin/python', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3876.217291666666, 'min': 2200.0, 'max': 3700.0}, 'cpu_freq_per_core': [{'current': 3799.219, 'min': 2200.0, 'max': 3700.0}, {'current': 3877.815, 'min': 2200.0, 'max': 3700.0}, {'current': 3821.418, 'min': 2200.0, 'max': 3700.0}, {'current': 4235.471, 'min': 2200.0, 'max': 3700.0}, {'current': 3802.477, 'min': 2200.0, 'max': 3700.0}, {'current': 3641.006, 'min': 2200.0, 'max': 3700.0}, {'current': 4897.822, 'min': 2200.0, 'max': 3700.0}, {'current': 3700.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3919.199, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 4628.689, 'min': 2200.0, 'max': 3700.0}, {'current': 4196.08, 'min': 2200.0, 'max': 3700.0}, {'current': 3700.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3857.974, 'min': 2200.0, 'max': 3700.0}, {'current': 3807.47, 'min': 2200.0, 'max': 3700.0}, {'current': 4394.686, 'min': 2200.0, 'max': 3700.0}, {'current': 3644.113, 'min': 2200.0, 'max': 3700.0}, {'current': 3957.325, 'min': 2200.0, 'max': 3700.0}, {'current': 4898.518, 'min': 2200.0, 'max': 3700.0}, {'current': 4899.381, 'min': 2200.0, 'max': 3700.0}, {'current': 3868.586, 'min': 2200.0, 'max': 3700.0}, {'current': 4881.966, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}], 'disk': {'total': 118.25825881958008, 'used': 43.02831268310547}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 31.27265167236328}}
2022-12-15 21:40:48,091 INFO    HandlerThread:91970 [system_monitor.py:probe():181] Finished collecting system info
2022-12-15 21:40:48,091 INFO    HandlerThread:91970 [system_monitor.py:probe():184] Publishing system info
2022-12-15 21:40:48,091 DEBUG   HandlerThread:91970 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-15 21:40:48,092 DEBUG   HandlerThread:91970 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-15 21:40:48,092 INFO    HandlerThread:91970 [system_monitor.py:probe():186] Finished publishing system info
2022-12-15 21:40:54,268 DEBUG   HandlerThread:91970 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 21:41:48,078 DEBUG   SystemMonitor:91970 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-12-15 21:47:23,202 DEBUG   SenderThread:91970 [sender.py:send():303] send: exit
2022-12-15 21:47:23,210 INFO    SenderThread:91970 [sender.py:send_exit():442] handling exit code: 1
2022-12-15 21:47:23,211 INFO    SenderThread:91970 [sender.py:send_exit():444] handling runtime: 395
2022-12-15 21:47:23,211 INFO    SenderThread:91970 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 21:47:23,211 INFO    SenderThread:91970 [sender.py:send_exit():450] send defer
2022-12-15 21:47:23,211 DEBUG   HandlerThread:91970 [handler.py:handle_request():139] handle_request: defer
2022-12-15 21:47:23,211 INFO    HandlerThread:91970 [handler.py:handle_request_defer():162] handle defer: 0
2022-12-15 21:47:23,211 DEBUG   SenderThread:91970 [sender.py:send_request():317] send_request: defer
2022-12-15 21:47:23,212 INFO    SenderThread:91970 [sender.py:send_request_defer():459] handle sender defer: 0
2022-12-15 21:47:23,212 INFO    SenderThread:91970 [sender.py:transition_state():463] send defer: 1
2022-12-15 21:47:23,212 DEBUG   HandlerThread:91970 [handler.py:handle_request():139] handle_request: defer
2022-12-15 21:47:23,212 INFO    HandlerThread:91970 [handler.py:handle_request_defer():162] handle defer: 1
2022-12-15 21:47:23,212 INFO    HandlerThread:91970 [system_monitor.py:finish():160] Stopping system monitor
2022-12-15 21:47:23,212 DEBUG   SystemMonitor:91970 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2022-12-15 21:47:23,212 DEBUG   SystemMonitor:91970 [system_monitor.py:_start():141] Publishing last batch of metrics
2022-12-15 21:47:23,213 INFO    HandlerThread:91970 [interfaces.py:finish():175] Joined cpu
2022-12-15 21:47:23,213 INFO    HandlerThread:91970 [interfaces.py:finish():175] Joined disk
2022-12-15 21:47:23,234 INFO    HandlerThread:91970 [interfaces.py:finish():175] Joined gpu
2022-12-15 21:47:23,234 INFO    HandlerThread:91970 [interfaces.py:finish():175] Joined memory
2022-12-15 21:47:23,234 INFO    HandlerThread:91970 [interfaces.py:finish():175] Joined network
2022-12-15 21:47:23,234 DEBUG   SenderThread:91970 [sender.py:send_request():317] send_request: defer
2022-12-15 21:47:23,234 INFO    SenderThread:91970 [sender.py:send_request_defer():459] handle sender defer: 1
2022-12-15 21:47:23,235 INFO    SenderThread:91970 [sender.py:transition_state():463] send defer: 2
2022-12-15 21:47:23,235 DEBUG   HandlerThread:91970 [handler.py:handle_request():139] handle_request: defer
2022-12-15 21:47:23,235 INFO    HandlerThread:91970 [handler.py:handle_request_defer():162] handle defer: 2
2022-12-15 21:47:23,235 DEBUG   SenderThread:91970 [sender.py:send_request():317] send_request: defer
2022-12-15 21:47:23,235 INFO    SenderThread:91970 [sender.py:send_request_defer():459] handle sender defer: 2
2022-12-15 21:47:23,235 INFO    SenderThread:91970 [sender.py:transition_state():463] send defer: 3
2022-12-15 21:47:23,235 DEBUG   HandlerThread:91970 [handler.py:handle_request():139] handle_request: defer
2022-12-15 21:47:23,235 INFO    HandlerThread:91970 [handler.py:handle_request_defer():162] handle defer: 3
2022-12-15 21:47:23,235 DEBUG   SenderThread:91970 [sender.py:send_request():317] send_request: defer
2022-12-15 21:47:23,235 INFO    SenderThread:91970 [sender.py:send_request_defer():459] handle sender defer: 3
2022-12-15 21:47:23,235 INFO    SenderThread:91970 [sender.py:transition_state():463] send defer: 4
2022-12-15 21:47:23,235 DEBUG   HandlerThread:91970 [handler.py:handle_request():139] handle_request: defer
2022-12-15 21:47:23,235 INFO    HandlerThread:91970 [handler.py:handle_request_defer():162] handle defer: 4
2022-12-15 21:47:23,236 DEBUG   SenderThread:91970 [sender.py:send_request():317] send_request: defer
2022-12-15 21:47:23,236 INFO    SenderThread:91970 [sender.py:send_request_defer():459] handle sender defer: 4
2022-12-15 21:47:23,236 INFO    SenderThread:91970 [sender.py:transition_state():463] send defer: 5
